Hẹp động mạch thận phải có tiến hành hiến thận được không ?	disease* Hẹp động mạch thận *disease phải có tiến hành procedure* hiến thận *procedure được không ?
Khó thở , hụt hơi có phải là triệu chứng ung thư phổi không ?	disease* Khó thở *disease , disease* hụt hơi *disease có phải là triệu chứng disease* ung thư phổi *disease không ?
Trẻ sơ sinh 6 ngày tuổi bị vàng da có ảnh nguy hiểm không ?	Trẻ sơ sinh 6 ngày tuổi bị disease* vàng da *disease có ảnh nguy hiểm không ?
Có nên cho bé đi xét nghiệm để biết nguyên nhân chậm tăng cân không ?	Có nên cho bé đi xét nghiệm để biết nguyên nhân disease* chậm tăng cân *disease không ?
Đau đầu , tức ngực , ho khạc đờm lẫn máu cảnh báo bệnh gì ?	disease* Đau đầu *disease , disease* tức ngực *disease , disease* ho khạc đờm lẫn máu *disease cảnh báo bệnh gì ?
Hỏi đáp : Ho khạc đờm lâu ngày điều trị không đỡ phải làm sao ?	Hỏi đáp : disease* Ho khạc đờm lâu ngày *disease điều trị không đỡ phải làm sao ?
Mắc ung thư thực quản giai đoạn 3 có thể đặt ống stent giúp hỗ trợ ăn uống không ?	Mắc disease* ung thư thực quản *disease giai đoạn 3 có thể procedure* đặt ống stent *procedure giúp hỗ trợ ăn uống không ?
Người lớn mắc tật đầy lưỡi có điều trị được không ?	Người lớn mắc disease* tật đầy lưỡi *disease có điều trị được không ?
Trẻ sinh non 30 tuần được 1,4 kg phải ấp lồng bao lâu ?	Trẻ sinh non 30 tuần được 1,4 kg phải procedure* ấp lồng *procedure bao lâu ?
Bệnh quai bị có gây ảnh hưởng tới sức khoẻ không ?	Bệnh disease* quai bị *disease có gây ảnh hưởng tới sức khoẻ không ?
Chỗ bị va đập ở đầu mềm liệu có phải chụp X quang không ?	Chỗ bị disease* va đập ở đầu mềm *disease liệu có phải procedure* chụp X quang *procedure không ?
Sốt và nổi hạch dưới góc hàm có phải bệnh gì không ?	disease* Sốt *disease và disease* nổi hạch dưới góc hàm *disease có phải bệnh gì không ?
Người cao tuổi mắc bệnh gan không thể đi lại phải làm sao ?	Người cao tuổi mắc bệnh disease* gan *disease disease* không thể đi lại *disease phải làm sao ?
Làm thế nào hạn chế đờm cổ họng khi nhu mô sát đỉnh phổi có dải đông đặc và các đám tổn thương kính mờ kèm dải sơ ?	Làm thế nào hạn chế disease* đờm cổ họng *disease khi disease* nhu mô sát đỉnh phổi có dải đông đặc *disease và các disease* đám tổn thương kính mờ kèm dải sơ *disease ?
Vết mổ đẻ xuất hiện rỉ nước nên làm gì ?	Vết procedure* mổ đẻ *procedure xuất hiện disease* rỉ nước *disease nên làm gì ?
Mẹ bổ sung gì để sữa đặc và mát giúp con tăng cân ?	Mẹ bổ sung gì để disease* sữa đặc và mát *disease giúp con disease* tăng cân *disease ?
Chỉ số huyết áp 117/45 - 120/55 mmHg có phải huyết áp thấp không và nên điều trị thế nào ?	Chỉ số huyết áp 117/45 - 120/55 mmHg có phải disease* huyết áp thấp *disease không và nên điều trị thế nào ?
Hỏi đáp : Có nên nhổ răng bị áp xe cho trẻ 5 tuổi không ?	Hỏi đáp : Có nên procedure* nhổ răng *procedure bị disease* áp xe *disease cho trẻ 5 tuổi không ?
Có những phương pháp giảm đau sau mổ nào ?	Có những phương pháp procedure* giảm đau *procedure sau procedure* mổ *procedure nào ?
U đại tràng có nguy hiểm không ?	disease* U đại tràng *disease có nguy hiểm không ?
Tại sao cần có van bán nguyệt khi máu chảy khỏi tim chủ yếu nhờ lực co tim ?	Tại sao cần có procedure* van bán nguyệt *procedure khi máu chảy khỏi tim chủ yếu nhờ lực co tim ?
Dấu hiệu tiểu đêm nhiều kèm đau co thắt bụng dưới cảnh báo bệnh gì ?	Dấu hiệu disease* tiểu đêm nhiều *disease kèm disease* đau co thắt bụng dưới *disease cảnh báo bệnh gì ?
Uống thuốc điều trị sốt xuất huyết không khỏi cần phải làm gì ?	Uống thuốc điều trị disease* sốt xuất huyết *disease không khỏi cần phải làm gì ?
Bị cảm cúm nhưng dị ứng với Paracetamol , phải làm sao ?	Bị disease* cảm cúm *disease nhưng disease* dị ứng *disease với Paracetamol , phải làm sao ?
Tức ngực , nghẹn ở cổ cảnh báo bệnh lý gì ?	disease* Tức ngực *disease , disease* nghẹn ở cổ *disease cảnh báo bệnh lý gì ?
Vì sao bạn bị ê buốt chân răng ?	Vì sao bạn bị disease* ê buốt chân răng *disease ?
Nên làm gì khi bệnh rối loạn lo âu có dấu hiệu tái phát ?	Nên làm gì khi bệnh disease* rối loạn lo âu *disease có dấu hiệu tái phát ?
Đau dạ dày , muốn đi đại tiện sau khi ngủ trưa là do đâu ?	disease* Đau dạ dày *disease , muốn đi đại tiện sau khi ngủ trưa là do đâu ?
Trẻ 4 tuổi bị viêm đa rễ dây thần kinh có thể điều trị không ?	Trẻ 4 tuổi bị disease* viêm đa rễ dây thần kinh *disease có thể điều trị không ?
Dễ khóc , buồn bã , hay cáu gắt có phải trầm cảm khi mang thai ?	disease* Dễ khóc *disease , disease* buồn bã *disease , disease* hay cáu gắt *disease có phải disease* trầm cảm *disease khi mang thai ?
Dùng thuốc điều trị đau mắt đỏ đã khỏi nhưng sau 1 tuần tái phát phải làm sao ?	Dùng thuốc điều trị disease* đau mắt đỏ *disease đã khỏi nhưng sau 1 tuần tái phát phải làm sao ?
U xơ tử cung dưới thanh mạc có ảnh hưởng đến thai kỳ ?	disease* U xơ tử cung dưới thanh mạc *disease có ảnh hưởng đến thai kỳ ?
Bệnh nhân ung thư dạ dày có thể uống sữa tươi không ?	Bệnh nhân disease* ung thư dạ dày *disease có thể uống sữa tươi không ?
Trẻ sún răng có phải do thiếu canxi không ?	Trẻ disease* sún răng *disease có phải do disease* thiếu canxi *disease không ?
Cổ tay sưng và không đều sau khi tháo bó bột , phải làm sao ?	disease* Cổ tay sưng và không đều *disease sau khi procedure* tháo bó bột *procedure , phải làm sao ?
Trẻ nhổ răng cửa lên cả chân răng là sai hay đúng ?	Trẻ procedure* nhổ răng cửa *procedure lên cả chân răng là sai hay đúng ?
Tê cứng nửa đầu , răng hàm mặt bên trái là dấu hiệu bệnh gì ?	disease* Tê cứng nửa đầu *disease , disease* răng hàm mặt bên trái *disease là dấu hiệu bệnh gì ?
Amidan to ( J 31 ) có nên cắt không ?	disease* Amidan to *disease ( J 31 ) có nên cắt không ?
Cảm cúm , viêm thanh quản cấp dẫn đến mất tiếng cần làm gì ?	disease* Cảm cúm *disease , disease* viêm thanh quản cấp *disease dẫn đến disease* mất tiếng *disease cần làm gì ?
Thuốc Linezolid 600mg có nằm trong danh mục bảo hiểm không ?	drug* Thuốc Linezolid *drug 600mg có nằm trong danh mục bảo hiểm không ?
Trẻ hơn 1 tháng tuổi thường xuyên khóc ban đêm có vấn đề gì không ?	Trẻ hơn 1 tháng tuổi disease* thường xuyên khóc ban đêm *disease có vấn đề gì không ?
Hỏi đáp : Chỉ số GPT ( ALT ) là gì ?	Hỏi đáp : Chỉ số GPT ( ALT ) là gì ?
Nhịp tim tăng cao hơn 100 sau khi tập thể dục có nguy hiểm không ?	disease* Nhịp tim tăng cao *disease hơn 100 sau khi tập thể dục có nguy hiểm không ?
Còn ống động mạch có nguy hiểm không ?	Còn disease* ống động mạch *disease có nguy hiểm không ?
Vì sao uống thuốc Fugacar không hết tình trạng giun bò ra hậu môn ?	Vì sao uống drug* thuốc Fugacar *drug không hết tình trạng disease* giun bò ra hậu môn *disease ?
Vôi gan 5mm có ảnh hưởng đến sức khoẻ không ?	disease* Vôi gan 5mm *disease có ảnh hưởng đến sức khoẻ không ?
Phổi vôi hoá kèm theo tức ngực , ho nên điều trị thế nào ?	disease* Phổi vôi hoá *disease kèm theo disease* tức ngực *disease , disease* ho *disease nên điều trị thế nào ?
Trẻ sơ sinh khụt khịt khô , không chảy nước mũi là dấu hiệu bệnh gì ?	Trẻ sơ sinh disease* khụt khịt khô *disease , disease* không chảy nước mũi *disease là dấu hiệu bệnh gì ?
Bé‌ ‌bị‌ ‌nhiễm‌ ‌trùng‌ ‌đường‌ ‌tiêu‌ ‌hoá‌ ‌cần‌ ‌điều‌ ‌trị‌ ‌như‌ ‌thế‌ ‌nào ?	Bé‌ ‌bị‌ disease* ‌nhiễm‌ ‌trùng‌ ‌đường‌ ‌tiêu‌ ‌hoá‌ *disease ‌cần‌ ‌điều‌ ‌trị‌ ‌như‌ ‌thế‌ ‌nào ?
Sau mổ thai ngoài tử cung thử que lên 2 vạch , chưa có kinh trở lại liệu sao không ?	Sau mổ thai ngoài tử cung thử que lên 2 vạch , disease* chưa có kinh trở lại *disease liệu sao không ?
Giảm “ yêu ” sau khi bị rách bao quy đầu , phải làm sao ?	Giảm “ yêu ” sau khi bị disease* rách bao quy đầu *disease , phải làm sao ?
Trẻ đang uống kháng sinh bao lâu có thể dùng men tiêu hoá được ?	Trẻ đang uống drug* kháng sinh *drug bao lâu có thể dùng drug* men tiêu hoá *drug được ?
Trễ kinh do dùng thuốc tránh thai khẩn cấp nên điều chỉnh thế nào ?	disease* Trễ kinh *disease do dùng drug* thuốc tránh thai khẩn cấp *drug nên điều chỉnh thế nào ?
Tim đập nhanh , khó thở khi kích động là bị làm sao ?	disease* Tim đập nhanh *disease , disease* khó thở *disease khi kích động là bị làm sao ?
Ù tai kéo dài , 2 mang tai nổi cục dấu hiệu bệnh gì ?	disease* Ù tai *disease kéo dài , disease* 2 mang tai nổi cục *disease dấu hiệu bệnh gì ?
Nổi hạt trong góc hàm , sau ăn hoặc tiết nhiều nước bọt là dấu hiệu bệnh gì ?	disease* Nổi hạt trong góc hàm *disease , sau ăn hoặc disease* tiết nhiều nước bọt *disease là dấu hiệu bệnh gì ?
Có thể tầm soát ung thư sớm cho trẻ nhỏ không ?	Có thể tầm soát disease* ung thư *disease sớm cho trẻ nhỏ không ?
Thường xuyên bị chậm kinh hơn 2 tháng liệu có sao không ?	Thường xuyên bị disease* chậm kinh *disease hơn 2 tháng liệu có sao không ?
Làm thế nào khi bị mất ngủ ?	Làm thế nào khi bị disease* mất ngủ *disease ?
Đau nửa đầu bên phải và nhức hốc mắt cảnh báo bệnh lý gì ?	disease* Đau nửa đầu *disease bên phải và disease* nhức hốc mắt *disease cảnh báo bệnh lý gì ?
Bộ phận sinh dục bé trai 5 tuổi hay bị cương cứng là sao ?	disease* Bộ phận sinh dục *disease bé trai 5 tuổi disease* hay bị cương cứng *disease là sao ?
Làm sao để chữa khỏi viêm tai giữa ở trẻ ?	Làm sao để chữa khỏi disease* viêm tai giữa *disease ở trẻ ?
Người cao tuổi bị thủng màng nhĩ còn vá được không ?	Người cao tuổi bị disease* thủng màng nhĩ *disease còn vá được không ?
Vùng kín có mùi , kinh ra không đều là dấu hiệu của bệnh gì ?	disease* Vùng kín có mùi *disease , disease* kinh ra không đều *disease là dấu hiệu của bệnh gì ?
Sau quan hệ 1 tháng đi siêu âm đầu dò đã thấy thai chưa ?	Sau quan hệ 1 tháng đi procedure* siêu âm đầu dò *procedure đã thấy thai chưa ?
Siêu âm thai chẩn đoán rau bong non	procedure* Siêu âm thai *procedure chẩn đoán disease* rau bong non *disease
Ù 2 tai , choáng váng , huyết áp tăng là dấu hiệu của bệnh lý gì ?	disease* Ù 2 tai *disease , disease* choáng váng *disease , disease* huyết áp tăng *disease là dấu hiệu của bệnh lý gì ?
Vì sao bị tiểu đêm ?	Vì sao bị disease* tiểu đêm *disease ?
Dấu hiệu trẻ bị bàn chân bẹt	Dấu hiệu trẻ bị disease* bàn chân bẹt *disease
Thai phụ tuần 38 thường xuyên nôn ói là do đâu ?	disease* Thai phụ tuần 38 thường xuyên nôn ói *disease là do đâu ?
Chậm kinh 5 đến 7 ngày , kinh ra ít có vấn đề gì nghiêm trọng không ?	disease* Chậm kinh *disease 5 đến 7 ngày , disease* kinh ra ít *disease có vấn đề gì nghiêm trọng không ?
Lớp 4 nặng 51kg đã là béo phì chưa ?	Lớp 4 nặng 51kg đã là disease* béo phì *disease chưa ?
Có nguy cơ nhiễm bệnh lậu từ mũi tiêm của người mắc bệnh không ?	Có nguy cơ nhiễm bệnh disease* lậu *disease từ mũi tiêm của người mắc bệnh không ?
Thai nhi 12-13 tuần thì độ mờ da gáy bao nhiêu là bình thường ?	Thai nhi 12-13 tuần thì độ mờ da gáy bao nhiêu là bình thường ?
Trẻ 2 tuổi lười ăn , chậm tăng cân , hay ra mồ hôi đầu và ốm vặt là bị làm sao ?	Trẻ 2 tuổi disease* lười ăn *disease , disease* chậm tăng cân *disease , hay disease* ra mồ hôi đầu *disease và disease* ốm vặt *disease là bị làm sao ?
Phương pháp điều trị thích hợp cho bệnh nhân mắc tiền tiểu đường là gì ?	Phương pháp điều trị thích hợp cho bệnh nhân mắc disease* tiền tiểu đường *disease là gì ?
Bé 18 tháng 5 ngày được 8kg có cần làm xét nghiệm hormone tăng trưởng không ?	Bé 18 tháng 5 ngày được 8kg có cần làm procedure* xét nghiệm hormone tăng trưởng *procedure không ?
Mổ suy giãn tĩnh mạch nông có để lại biến chứng không ?	Mổ disease* suy giãn tĩnh mạch nông *disease có để lại disease* biến chứng *disease không ?
Đang chích 6 trong 1 , chuyển sang 5 trong 1 có được không ?	Đang procedure* chích 6 trong 1 *procedure , chuyển sang 5 trong 1 có được không ?
Trẻ sơ sinh có lỗ hở mông trái có sao không ?	Trẻ sơ sinh có disease* lỗ hở mông trái *disease có sao không ?
Ong đốt gần mắt bị sưng to cần xử lý thế nào ?	disease* Ong đốt gần mắt bị sưng to *disease cần xử lý thế nào ?
