Hẹp động_mạch thận phải có tiến_hành hiến thận được không ?	disease* Hẹp động_mạch thận *disease phải có tiến_hành procedure* hiến thận *procedure được không ?
Trẻ hơn 4 tháng xuất_hiện rụng tóc , đi_ngoài phân chua có nguy_hiểm không ?	Trẻ hơn 4 tháng xuất_hiện disease* rụng tóc *disease , disease* đi_ngoài phân chua *disease có nguy_hiểm không ?
22 tuổi cao 1m46 tiêm thuốc gì để tăng chiều cao ?	22 tuổi cao 1m46 procedure* tiêm *procedure thuốc gì để tăng chiều cao ?
Đau lồng_ngực , khó thở có phải bệnh tim không ?	disease* Đau lồng_ngực *disease , disease* khó thở *disease có phải disease* bệnh tim *disease không ?
Trẻ 1 tuổi bị viêm tai giữa phải làm_sao ?	Trẻ 1 tuổi bị disease* viêm tai giữa *disease phải làm_sao ?
Tổn_thương dây_thần_kinh thị_giác do tác_dụng phụ của thuốc chống lao	disease* Tổn_thương dây_thần_kinh thị_giác *disease do tác_dụng phụ của drug* thuốc chống lao *drug
Đi_ngoài phân đen có phải bị xuất_huyết dạ_dày không ?	disease* Đi_ngoài phân đen *disease có phải bị disease* xuất_huyết dạ_dày *disease không ?
Tràn dịch , lỏng khớp gối có khỏi được không ?	disease* Tràn dịch *disease , disease* lỏng khớp gối *disease có khỏi được không ?
Tôi hay bị tê chân , căng bắp_chân , chuột_rút … đó có phải đó là biểu_hiện của bệnh suy giãn tĩnh_mạch chân không ạ ?	Tôi hay bị disease* tê chân *disease , disease* căng bắp_chân *disease , disease* chuột_rút *disease … đó có phải đó là biểu_hiện của bệnh disease* suy giãn tĩnh_mạch chân *disease không ạ ?
Chỉ_số triglyceride , cholesterol trong xét_nghiệm máu có ý_nghĩa gì ?	Chỉ_số triglyceride , cholesterol trong procedure* xét_nghiệm máu *procedure có ý_nghĩa gì ?
Bị xuất_tinh sớm thì phải làm_sao ?	disease* Bị xuất_tinh sớm *disease thì phải làm_sao ?
Đau dữ_dội mạn sườn lan xuống chân , hông là bệnh gì ?	disease* Đau dữ_dội mạn sườn lan xuống chân , hông *disease là bệnh gì ?
Vết_thương chụp DSA ngày_càng đau liệu có sao không ?	disease* Vết_thương chụp DSA ngày_càng đau *disease liệu có sao không ?
Kết_hợp vitamin , khoáng_chất như_thế_nào để giúp cơ_thể phát_triển toàn_diện ?	Kết_hợp drug* vitamin , khoáng_chất *drug như_thế_nào để giúp cơ_thể phát_triển toàn_diện ?
Tình_trạng răng_khôn bị sâu ăn vào tuỷ ở trẻ nhỏ có nguy_hiểm không ?	Tình_trạng disease* răng_khôn bị sâu ăn vào tuỷ *disease ở trẻ nhỏ có nguy_hiểm không ?
Nguyên_nhân gây hơi thở có mùi kèm theo tăng tiết nước_bọt khi ngủ dậy buổi sáng	Nguyên_nhân gây disease* hơi thở có mùi *disease kèm theo disease* tăng tiết nước_bọt *disease khi ngủ dậy buổi sáng
Trẻ 18 tháng làm vỡ nhiệt_kế thuỷ_ngân có bị sao không ?	Trẻ 18 tháng làm disease* vỡ nhiệt_kế thuỷ_ngân *disease có bị sao không ?
Dấu_hiệu cảnh_báo trào ngược dạ_dày - thực_quản	Dấu_hiệu cảnh_báo disease* trào ngược *disease dạ_dày - thực_quản
Cai_nghiện cờ_bạc như_thế_nào ?	Cai_nghiện cờ_bạc như_thế_nào ?
Thuốc điều_trị amidan có ảnh_hưởng đến kết_quả xét_nghiệm HP không ?	Thuốc điều_trị disease* amidan *disease có ảnh_hưởng đến kết_quả procedure* xét_nghiệm HP *procedure không ?
Ngứa_mắt dị_ứng , phải làm_sao ?	disease* Ngứa_mắt disease* *disease dị_ứng *disease , phải làm_sao ?
Tôi hay bị tê bì các ngón tay , không biết có phải tôi bị hội_chứng ống cổ_tay không ạ ?	Tôi hay bị disease* tê bì các ngón tay *disease , không biết có phải tôi bị disease* hội_chứng ống cổ_tay *disease không ạ ?
Trẻ bị viêm VA đã điều_trị nhưng không khỏi phải làm_sao ?	Trẻ bị disease* viêm VA *disease đã điều_trị nhưng không khỏi phải làm_sao ?
Bệnh_nhân cường_giáp có_thể uống tam_thất không ?	Bệnh_nhân disease* cường_giáp *disease có_thể uống drug* tam_thất *drug không ?
Tiểu són ở trẻ là do đâu ?	disease* Tiểu són *disease ở trẻ là do đâu ?
Xuất_huyết não do vỡ dị_dạng mạch não	disease* Xuất_huyết não *disease do disease* vỡ dị_dạng mạch não *disease
Hướng_dẫn đọc kết_quả siêu_âm tim chuẩn nhất	Hướng_dẫn đọc kết_quả procedure* siêu_âm tim *procedure chuẩn nhất
Trẻ sơ_sinh bị táo_bón uống Sorbitol được không ?	Trẻ sơ_sinh bị disease* táo_bón *disease uống drug* Sorbitol *drug được không ?
Trẻ sơ_sinh đi_ngoài nhiều lần trong ngày nguyên_nhân do đâu ?	Trẻ sơ_sinh disease* đi_ngoài nhiều lần *disease trong ngày nguyên_nhân do đâu ?
Đau_đầu , mắt không nhìn rõ là dấu_hiệu bệnh gì ?	disease* Đau_đầu *disease , disease* mắt không nhìn rõ *disease là dấu_hiệu bệnh gì ?
Triệt tuỷ răng cối có nguy_hiểm không ?	procedure* Triệt tuỷ răng cối *procedure có nguy_hiểm không ?
Xuất_hiện cục tròn có di_chuyển ở xương hàm , có phải hạch không ?	Xuất_hiện cục tròn có di_chuyển ở xương hàm , có phải disease* hạch *disease không ?
Cắt chỉ còn sót ở rốn sau mổ ruột_thừa cho bé 6 tuổi có bị ảnh_hưởng gì không ?	procedure* Cắt chỉ còn sót ở rốn *procedure sau procedure* mổ ruột_thừa *procedure cho bé 6 tuổi có bị ảnh_hưởng gì không ?
Những dấu_hiệu nào cho thấy chuyển phôi thất_bại ?	Những dấu_hiệu nào cho thấy procedure* chuyển phôi *procedure thất_bại ?
Trẻ 6 tháng có nhiều đờm trong cổ_họng , uống kháng_sinh không khỏi nên làm gì để tan đờm ?	Trẻ 6 tháng có disease* nhiều đờm trong cổ_họng *disease , uống drug* kháng_sinh *drug không khỏi nên làm gì để tan disease* đờm *disease ?
Thường vướng nghẹn ổ_bụng , bụng đầy , buồn_nôn sau ăn dấu_hiệu bệnh gì ?	Thường disease* vướng nghẹn ổ_bụng *disease , disease* bụng đầy *disease , disease* buồn_nôn *disease sau ăn dấu_hiệu bệnh gì ?
Tiểu rắt , buốt kèm theo máu báo_hiệu điều gì ?	disease* Tiểu rắt , buốt kèm theo máu *disease báo_hiệu điều gì ?
Có_thể cắt tạo_hình thắng lưỡi cho bé 2 tháng tuổi không ?	Có_thể procedure* cắt tạo_hình thắng lưỡi *procedure cho bé 2 tháng tuổi không ?
Liều_lượng sử_dụng vitamin B6 cho trẻ từ 6 tháng tuổi trở lên là bao_nhiêu ?	Liều_lượng sử_dụng drug* vitamin B6 *drug cho trẻ từ 6 tháng tuổi trở lên là bao_nhiêu ?
Đau bụng , đi_ngoài sau khi ăn là dấu_hiệu bệnh gì ?	disease* Đau *disease bụng , disease* đi_ngoài *disease sau khi ăn là dấu_hiệu bệnh gì ?
Cách phòng_tránh nguy_cơ lây_nhiễm bệnh lao đa kháng là gì ?	Cách phòng_tránh nguy_cơ lây_nhiễm disease* bệnh lao đa kháng *disease là gì ?
Trẻ sơ_sinh xuất_hiện ửng đỏ và ngứa ở tai có nguy_hiểm không ?	disease* Trẻ sơ_sinh xuất_hiện ửng đỏ và ngứa ở tai *disease có nguy_hiểm không ?
Đau vùng mũi kèm theo chảy nước_mũi , hắt_hơi là dấu_hiệu bệnh gì ?	disease* Đau vùng mũi *disease kèm theo disease* chảy nước_mũi *disease , disease* hắt_hơi *disease là dấu_hiệu bệnh gì ?
Bệnh phình động_mạch chủ tim xuống bụng có nguy_hiểm không ?	Bệnh disease* phình động_mạch chủ *disease disease* tim xuống bụng *disease có nguy_hiểm không ?
Phụ_nữ ngoài 50 tuổi mất_ngủ kéo_dài cần làm gì để cải_thiện ?	Phụ_nữ ngoài 50 tuổi disease* mất_ngủ *disease kéo_dài cần làm gì để cải_thiện ?
Trẻ sơ_sinh bị tưa lưỡi có ảnh_hưởng đến giấc_ngủ không ?	Trẻ sơ_sinh bị disease* tưa lưỡi *disease có ảnh_hưởng đến giấc_ngủ không ?
Hiện_tượng chảy_máu âm_đạo kèm ra huyết trắng bất_thường có đáng lo ?	Hiện_tượng disease* chảy_máu âm_đạo *disease kèm disease* ra huyết trắng *disease bất_thường có đáng lo ?
Ho kéo_dài uống thuốc không khỏi có nguy_hiểm không ?	disease* Ho *disease kéo_dài uống thuốc không khỏi có nguy_hiểm không ?
Trẻ 7 tháng tuổi nổi nốt đỏ li_ti tay , chân là dấu_hiệu bệnh gì ?	Trẻ 7 tháng tuổi disease* nổi nốt đỏ li_ti tay , chân *disease là dấu_hiệu bệnh gì ?
Tỷ_lệ MON trong xét_nghiệm máu là 6.8% liệu có sao không ?	Tỷ_lệ MON trong procedure* xét_nghiệm máu *procedure là 6.8% liệu có sao không ?
Chỉ_số glucose máu 5.82 đã mắc bệnh tiểu_đường hay chưa ?	Chỉ_số glucose máu 5.82 đã mắc bệnh disease* tiểu_đường *disease hay chưa ?
Thường_xuyên đau_đầu , chóng_mặt kèm mất_ngủ dấu_hiệu của bệnh_lý gì ?	Thường_xuyên disease* đau_đầu *disease , disease* chóng_mặt *disease kèm disease* mất_ngủ *disease dấu_hiệu của bệnh_lý gì ?
Xuất_hiện cục cứng ở ngực có phải bị viêm xơ tuyến vú ?	Xuất_hiện disease* cục cứng ở ngực *disease có phải bị disease* viêm xơ tuyến vú *disease ?
Lo_lắng , mất_ngủ , buồn vô_cớ có phải triệu_chứng trầm_cảm ?	disease* Lo_lắng *disease , disease* mất_ngủ *disease , disease* buồn vô_cớ *disease có phải triệu_chứng disease* trầm_cảm *disease ?
Sau chuyển phôi bao_lâu thì phôi sẽ làm tổ ?	Sau procedure* chuyển phôi *procedure bao_lâu thì phôi sẽ làm tổ ?
Mang thai 25 tuần uống Tenofovir 300mg có an_toàn không ?	Mang thai 25 tuần uống drug* Tenofovir *drug 300mg có an_toàn không ?
Nguy_cơ mang thai sau khi dùng thuốc tránh thai khẩn_cấp	Nguy_cơ disease* mang thai *disease sau khi dùng drug* thuốc tránh thai khẩn_cấp *drug
Sau tiểu_phẫu viêm lộ tuyến cổ tử_cung cần làm gì để mang thai an_toàn ?	Sau procedure* tiểu_phẫu *procedure disease* viêm lộ tuyến cổ tử_cung *disease cần làm gì để mang thai an_toàn ?
Có những cách nào để nhận_biết trứng rụng ?	Có những cách nào để nhận_biết disease* trứng rụng *disease ?
Trẻ sinh non mới chỉ lấy máu gót chân có cần kiểm_tra mắt không ?	Trẻ disease* sinh non *disease mới chỉ lấy máu gót chân có cần procedure* kiểm_tra mắt *procedure không ?
Thiếu đốt_sống lưng S1 có ảnh_hưởng tới sức_khoẻ không ?	disease* Thiếu đốt_sống lưng S1 *disease có ảnh_hưởng tới sức_khoẻ không ?
Bị liệt 2 chân và nửa người là bệnh gì ?	Bị disease* liệt 2 chân và nửa người *disease là bệnh gì ?
Trẻ bị ho_gà phải làm_sao ?	Trẻ bị disease* ho_gà *disease phải làm_sao ?
Nên bổ_sung vitamin cho bà bầu trong 3 tháng đầu thế_nào ?	Nên procedure* bổ_sung vitamin drug* *procedure *drug cho bà bầu trong 3 tháng đầu thế_nào ?
Bị điện giật bỏng da 1 tháng chưa khỏi phải làm_sao ?	Bị điện giật disease* bỏng da *disease 1 tháng chưa khỏi phải làm_sao ?
Nhiệt miệng kèm đau họng và hàm là bị bệnh gì ?	disease* Nhiệt miệng *disease kèm disease* đau họng và hàm *disease là bị bệnh gì ?
Làm_sao để phát_hiện bệnh lây_nhiễm qua đường tình_dục ?	Làm_sao để phát_hiện disease* bệnh lây_nhiễm qua đường tình_dục *disease ?
Sau sinh mổ có được ăn dưa_hấu không ?	Sau sinh procedure* mổ *procedure có được ăn dưa_hấu không ?
Trẻ 6 tuổi mắc cúm A có nên dùng Tamiflu không ?	Trẻ 6 tuổi mắc disease* cúm A *disease có nên dùng drug* Tamiflu *drug không ?
Có cần làm điện di huyết_sắc_tố chẩn_đoán điều_trị bệnh Thalassemia không ?	Có cần làm procedure* điện di huyết_sắc_tố *procedure chẩn_đoán điều_trị bệnh disease* Thalassemia *disease không ?
Sốt siêu_vi sau quan_hệ tình_dục không an_toàn có phải đã nhiễm HIV không ?	disease* Sốt siêu_vi *disease sau quan_hệ tình_dục không an_toàn có phải đã nhiễm disease* HIV *disease không ?
Trẻ 1 tháng tuổi bị vàng da tăng bilirubin thì có_thể chiếu đèn không ?	Trẻ 1 tháng tuổi bị disease* vàng da *disease disease* tăng bilirubin *disease thì có_thể chiếu đèn không ?
Tiêm trễ mũi 3 vắc-xin Gardasil có ảnh_hưởng gì không ?	procedure* Tiêm trễ mũi 3 vắc-xin Gardasil *procedure có ảnh_hưởng gì không ?
Phụ_nữ 38 tuổi mệt_mỏi , khó ngủ , đầu_óc mơ_hồ là bệnh gì ?	Phụ_nữ 38 tuổi disease* mệt_mỏi *disease , disease* khó ngủ *disease , disease* đầu_óc mơ_hồ *disease là bệnh gì ?
Cần làm gì khi trẻ 2 tuổi hay giật_mình , khóc khi ngủ đêm ?	Cần làm gì khi trẻ 2 tuổi hay disease* giật_mình *disease , disease* khóc *disease khi ngủ đêm ?
Làm thế_nào để điều_trị ngứa cổ_họng , muốn ho nhưng không được ?	Làm thế_nào để điều_trị disease* ngứa cổ_họng , muốn ho nhưng không được *disease ?
Vì sao trẻ sơ_sinh đại_tiện nhiều lần , phân màu vàng có hạt lẫn nước ?	Vì sao trẻ sơ_sinh disease* đại_tiện nhiều lần *disease , disease* phân màu vàng *disease có hạt lẫn nước ?
Trẻ sơ_sinh bị vàng da trở_lại cần xử_trí như_thế_nào ?	Trẻ sơ_sinh bị disease* vàng da *disease trở_lại cần xử_trí như_thế_nào ?
Viêm điểm bám gân , lồi cầu xương chày , gai xương khe đùi phải làm_sao ?	disease* Viêm điểm bám gân *disease , disease* lồi cầu xương chày *disease , disease* gai xương khe đùi *disease phải làm_sao ?
Có các phương_pháp điều_trị u sọ hầu_như thế_nào ?	Có các phương_pháp điều_trị disease* u sọ *disease hầu_như thế_nào ?
Đau bụng quanh rốn kèm ợ hơi , sụt cân cảnh_báo bệnh_lý gì ?	disease* Đau bụng quanh rốn *disease kèm disease* ợ hơi *disease , disease* sụt cân *disease cảnh_báo bệnh_lý gì ?
Tụt huyết_áp có nguy_hiểm tới tính_mạng không ?	disease* Tụt *disease huyết_áp có nguy_hiểm tới tính_mạng không ?
Bé trai 7 tuổi xuất_hiện vết bầm trên người và bộ_phận sinh_dục có đáng lo ?	Bé trai 7 tuổi xuất_hiện disease* vết bầm *disease trên người và bộ_phận sinh_dục có đáng lo ?
Trẻ 4 tháng hay ọc sữa , quấy khóc liệu có suy_dinh_dưỡng không ?	Trẻ 4 tháng hay disease* ọc sữa *disease , disease* quấy khóc *disease liệu có disease* suy_dinh_dưỡng *disease không ?
Sử_dụng thuốc Tadalafil điều_trị rối_loạn cương dương có ảnh_hưởng đến khả_năng sinh_sản không ?	Sử_dụng drug* thuốc Tadalafil *drug điều_trị disease* rối_loạn cương dương *disease có ảnh_hưởng đến khả_năng sinh_sản không ?
Mang thai lần 2 cần tiêm phòng như_thế_nào ?	Mang thai lần 2 cần procedure* tiêm phòng *procedure như_thế_nào ?
Phải làm_sao khi một bên mắt sưng to và đau_nhức ?	Phải làm_sao khi một bên disease* mắt sưng to *disease và disease* đau_nhức *disease ?
